 j b k| | Nmumu |  Nee  | Nb/0b | stat  |MC stat| ttz SF| syst+ | syst- | sysKin| sysPur
 0 2 1| |      7|      0| 0.0112| 0.1042| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0229
 0 2 2| |      0|      0| 0.0109| 0.1042| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0229
 0 2 3| |     21|     18| 0.0083| 0.1042| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0229
 0 2 4| |      4|      4| 0.0110| 0.1042| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0229
 0 2 5| |      1|      0| 0.0115| 0.1042| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0229
 0 2 6| |      0|      1| 0.0090| 0.1042| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0229
 0 2 7| |      0|      0| 0.0108| 0.1042| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0229
 0 2 8| |      1|      0| 0.0093| 0.1042| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0229
 0 2 9| |      0|      0| 0.0106| 0.1042| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0229
 1 0 0| |    390|    328| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 1| |    111|     90| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 2| |     13|      4| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 3| |    379|    309| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 4| |    301|    255| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 5| |     22|     16| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 6| |     50|     46| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 7| |      5|      6| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 8| |     10|      9| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 0 9| |      1|      2| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0112
 1 1 0| |     93|     51| 0.1850| 0.0511| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 1| |     24|     13| 0.1951| 0.0511| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 2| |      1|      3| 0.1996| 0.0511| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 3| |     64|     54| 0.1846| 0.0511| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 4| |     67|     46| 0.1932| 0.0511| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 5| |      4|     10| 0.1978| 0.0511| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 6| |      9|     10| 0.1897| 0.0511| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 7| |      2|      3| 0.1988| 0.0511| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 8| |      3|      1| 0.1859| 0.0511| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 9| |      0|      0| 0.1966| 0.0511| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 2 0| |     13|     16| 0.0320| 0.1098| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0341
 1 2 1| |      6|      3| 0.0335| 0.1098| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0341
 1 2 2| |      0|      0| 0.0342| 0.1098| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0341
 1 2 3| |     12|      6| 0.0320| 0.1098| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0341
 1 2 4| |     11|     11| 0.0333| 0.1098| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0341
 1 2 5| |      3|      3| 0.0340| 0.1098| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0341
 1 2 6| |      0|      1| 0.0327| 0.1098| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0341
 1 2 7| |      0|      1| 0.0341| 0.1098| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0341
 1 2 8| |      0|      0| 0.0322| 0.1098| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0341
 1 2 9| |      0|      0| 0.0338| 0.1098| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0341
 1 3 0| |      1|      0| 0.0027| 0.3785| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0341
 1 3 1| |      0|      0| 0.0027| 0.3785| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0341
 1 3 2| |      0|      0| 0.0027| 0.3785| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0341
 1 3 3| |      1|      0| 0.0027| 0.3785| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0341
 1 3 4| |      1|      2| 0.0027| 0.3785| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0341
 1 3 5| |      1|      0| 0.0027| 0.3785| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0341
 1 3 6| |      1|      0| 0.0027| 0.3785| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0341
 1 3 7| |      0|      0| 0.0027| 0.3785| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0341
 1 3 8| |      0|      0| 0.0027| 0.3785| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0341
 1 3 9| |      0|      0| 0.0027| 0.3785| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0341
 2 0 0| |     12|     27| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 1| |     29|     16| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 2| |      2|      3| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 3| |     19|     12| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 4| |     64|     44| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 5| |      6|      7| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 6| |      3|      7| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 7| |      5|      2| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 8| |      2|      3| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 9| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 1 0| |     10|      3| 0.3409| 0.1202| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 1| |     13|     10| 0.3444| 0.1202| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 2| |      1|      1| 0.3457| 0.1202| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 3| |      7|      0| 0.3423| 0.1202| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 4| |     16|     16| 0.3438| 0.1202| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 5| |      3|      4| 0.3442| 0.1202| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 6| |      5|      1| 0.3431| 0.1202| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 7| |      0|      3| 0.3473| 0.1202| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 8| |      0|      1| 0.3403| 0.1202| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 1 9| |      0|      0| 0.3439| 0.1202| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 2 2 0| |      1|      2| 0.0918| 0.1957| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 2 2 1| |      1|      5| 0.1004| 0.1957| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 2 2 2| |      0|      1| 0.1037| 0.1957| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 2 2 3| |      1|      0| 0.0953| 0.1957| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 2 2 4| |     11|      2| 0.0990| 0.1957| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 2 2 5| |      0|      1| 0.0999| 0.1957| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 2 2 6| |      2|      2| 0.0971| 0.1957| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 2 2 7| |      0|      0| 0.1077| 0.1957| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 2 2 8| |      0|      0| 0.0903| 0.1957| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 2 2 9| |      0|      0| 0.0990| 0.1957| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 2 3 0| |      0|      1| 0.0154| 0.4514| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 2 3 1| |      0|      1| 0.0176| 0.4514| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 2 3 2| |      0|      0| 0.0185| 0.4514| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 2 3 3| |      1|      1| 0.0163| 0.4514| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 2 3 4| |      1|      0| 0.0172| 0.4514| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 2 3 5| |      0|      0| 0.0175| 0.4514| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 2 3 6| |      0|      0| 0.0168| 0.4514| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 2 3 7| |      0|      0| 0.0195| 0.4514| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 2 3 8| |      0|      0| 0.0150| 0.4514| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 2 3 9| |      0|      0| 0.0173| 0.4514| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 3 0 1| |     11|      3| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 2| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 4| |      4|      3| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 5| |      2|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 6| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 7| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 8| |      1|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 9| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 1 1| |      2|      0| 0.2757| 0.4564| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 3 1 2| |      0|      0| 0.2451| 0.4564| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 3 1 4| |      0|      2| 0.2585| 0.4564| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 3 1 5| |      0|      2| 0.2219| 0.4564| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 3 1 6| |      0|      0| 0.3205| 0.4564| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 3 1 7| |      0|      0| 0.3205| 0.4564| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 3 1 8| |      0|      0| 0.3205| 0.4564| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 3 1 9| |      0|      0| 0.2404| 0.4564| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0247
 3 2 1| |      0|      0| 0.0658| 0.7360| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 3 2 2| |      0|      0| 0.0756| 0.7360| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 3 2 4| |      0|      1| 0.0713| 0.7360| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 3 2 5| |      0|      0| 0.0830| 0.7360| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 3 2 6| |      0|      0| 0.0514| 0.7360| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 3 2 7| |      0|      0| 0.0514| 0.7360| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 3 2 8| |      0|      1| 0.0514| 0.7360| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 3 2 9| |      0|      0| 0.0771| 0.7360| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0504
 3 3 1| |      0|      2| 0.1325| 0.6124| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 3 3 2| |      0|      0| 0.1179| 0.6124| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 3 3 4| |      0|      0| 0.1243| 0.6124| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 3 3 5| |      0|      0| 0.1067| 0.6124| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 3 3 6| |      0|      0| 0.1541| 0.6124| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 3 3 7| |      0|      1| 0.1541| 0.6124| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 3 3 8| |      0|      0| 0.1541| 0.6124| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 3 3 9| |      0|      0| 0.1156| 0.6124| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0504
 4 0 1| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 2| |      1|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 4| |      1|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 5| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 6| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 7| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 8| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 9| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 1 1| |      0|      1| 0.3557| 0.4564| 0.2768| 0.3000| 0.1000| 0.1000| 0.0700| 0.0247
 4 1 2| |      0|      0| 0.3101| 0.4564| 0.2774| 0.3000| 0.1000| 0.1000| 0.0700| 0.0247
 4 1 4| |      0|      0| 0.3298| 0.4564| 0.2771| 0.3000| 0.1000| 0.1000| 0.0700| 0.0247
 4 1 5| |      0|      0| 0.2766| 0.4564| 0.2780| 0.3000| 0.1000| 0.1000| 0.0700| 0.0247
 4 1 6| |      0|      0| 0.4260| 0.4564| 0.2759| 0.3000| 0.1000| 0.1000| 0.0700| 0.0247
 4 1 7| |      0|      0| 0.4260| 0.4564| 0.2759| 0.3000| 0.1000| 0.1000| 0.0700| 0.0247
 4 1 8| |      0|      0| 0.4260| 0.4564| 0.2759| 0.3000| 0.1000| 0.1000| 0.0700| 0.0247
 4 1 9| |      0|      0| 0.2629| 0.4564| 0.2842| 0.3000| 0.1000| 0.1000| 0.0700| 0.0247
 4 2 1| |      0|      0| 0.0793| 0.7360| 0.2819| 0.3000| 0.1000| 0.1000| 0.1000| 0.0504
 4 2 2| |      0|      0| 0.0907| 0.7360| 0.2841| 0.3000| 0.1000| 0.1000| 0.1000| 0.0504
 4 2 4| |      0|      0| 0.0857| 0.7360| 0.2831| 0.3000| 0.1000| 0.1000| 0.1000| 0.0504
 4 2 5| |      0|      0| 0.0993| 0.7360| 0.2858| 0.3000| 0.1000| 0.1000| 0.1000| 0.0504
 4 2 6| |      0|      0| 0.0623| 0.7360| 0.2790| 0.3000| 0.1000| 0.1000| 0.1000| 0.0504
 4 2 7| |      0|      0| 0.0623| 0.7360| 0.2790| 0.3000| 0.1000| 0.1000| 0.1000| 0.0504
 4 2 8| |      0|      0| 0.0623| 0.7360| 0.2790| 0.3000| 0.1000| 0.1000| 0.1000| 0.0504
 4 2 9| |      0|      0| 0.0894| 0.7360| 0.3069| 0.3000| 0.1000| 0.1000| 0.1000| 0.0504
 4 3 1| |      0|      0| 0.0547| 0.6124| 1.9595| 0.3000| 0.2000| 0.2000| 0.2000| 0.0504
 4 3 2| |      0|      0| 0.0462| 0.6124| 1.9599| 0.3000| 0.2000| 0.2000| 0.2000| 0.0504
 4 3 4| |      0|      0| 0.0498| 0.6124| 1.9598| 0.3000| 0.2000| 0.2000| 0.2000| 0.0504
 4 3 5| |      0|      0| 0.0403| 0.6124| 1.9602| 0.3000| 0.2000| 0.2000| 0.2000| 0.0504
 4 3 6| |      0|      0| 0.0690| 0.6124| 1.9590| 0.3000| 0.2000| 0.2000| 0.2000| 0.0504
 4 3 7| |      0|      0| 0.0690| 0.6124| 1.9590| 0.3000| 0.2000| 0.2000| 0.2000| 0.0504
 4 3 8| |      0|      0| 0.0690| 0.6124| 1.9590| 0.3000| 0.2000| 0.2000| 0.2000| 0.0504
 4 3 9| |      0|      0| 0.0322| 0.6124| 1.9634| 0.3000| 0.2000| 0.2000| 0.2000| 0.0504
