 j b k| | Nmumu |  Nee  | Nb/0b | stat  |MC stat| ttz SF| syst+ | syst- | sysKin| sysPur
 1 1 6| |     10|     10| 0.1925| 0.0463| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 7| |      0|      4| 0.1969| 0.0463| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 8| |      2|      1| 0.1930| 0.0463| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 1 9| |      0|      0| 0.1948| 0.0463| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0144
 1 2 0| |     19|     13| 0.0287| 0.1054| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0339
 1 2 1| |      3|      4| 0.0306| 0.1054| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0339
 1 2 2| |      0|      0| 0.0313| 0.1054| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0339
 1 2 3| |     12|     13| 0.0287| 0.1054| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0339
 1 2 4| |     14|     12| 0.0303| 0.1054| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0339
 1 2 5| |      0|      0| 0.0314| 0.1054| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0339
 1 2 6| |      2|      1| 0.0297| 0.1054| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0339
 1 2 7| |      0|      0| 0.0313| 0.1054| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0339
 1 2 8| |      0|      0| 0.0299| 0.1054| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0339
 1 2 9| |      0|      0| 0.0305| 0.1054| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0339
 1 3 0| |      2|      0| 0.0036| 0.2893| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0339
 1 3 1| |      1|      0| 0.0043| 0.2893| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0339
 1 3 2| |      0|      0| 0.0046| 0.2893| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0339
 1 3 3| |      1|      2| 0.0036| 0.2893| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0339
 1 3 4| |      4|      1| 0.0042| 0.2893| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0339
 1 3 5| |      0|      1| 0.0046| 0.2893| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0339
 1 3 6| |      0|      0| 0.0040| 0.2893| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0339
 1 3 7| |      0|      0| 0.0046| 0.2893| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0339
 1 3 8| |      0|      0| 0.0040| 0.2893| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0339
 1 3 9| |      0|      0| 0.0043| 0.2893| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0339
 2 0 0| |     32|     22| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 1| |     27|     31| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 2| |     10|      1| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 3| |     24|     20| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 4| |     75|     56| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 5| |     10|      6| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 6| |      1|      7| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 7| |      5|      5| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 8| |      1|      1| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 0 9| |      1|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 2 1 0| |     10|     11| 0.3400| 0.1070| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 1| |      9|     10| 0.3388| 0.1070| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 2| |      2|      1| 0.3376| 0.1070| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 3| |      8|      3| 0.3404| 0.1070| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 4| |     31|     17| 0.3389| 0.1070| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 5| |      3|      4| 0.3379| 0.1070| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 6| |      3|      2| 0.3388| 0.1070| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 7| |      1|      3| 0.3382| 0.1070| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 8| |      0|      0| 0.3399| 0.1070| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 1 9| |      0|      0| 0.3361| 0.1070| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 2 2 0| |      2|      0| 0.0753| 0.1967| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 2 2 1| |      2|      6| 0.0752| 0.1967| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 2 2 2| |      0|      0| 0.0751| 0.1967| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 2 2 3| |      4|      1| 0.0753| 0.1967| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 2 2 4| |      4|      8| 0.0752| 0.1967| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 2 2 5| |      0|      0| 0.0751| 0.1967| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 2 2 6| |      1|      0| 0.0752| 0.1967| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 2 2 7| |      0|      0| 0.0752| 0.1967| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 2 2 8| |      0|      0| 0.0753| 0.1967| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 2 2 9| |      0|      0| 0.0750| 0.1967| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 2 3 0| |      0|      0| 0.0091| 0.5799| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 2 3 1| |      0|      1| 0.0081| 0.5799| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 2 3 2| |      0|      0| 0.0073| 0.5799| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 2 3 3| |      0|      0| 0.0094| 0.5799| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 2 3 4| |      1|      0| 0.0083| 0.5799| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 2 3 5| |      0|      0| 0.0075| 0.5799| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 2 3 6| |      0|      1| 0.0082| 0.5799| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 2 3 7| |      0|      0| 0.0077| 0.5799| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 2 3 8| |      0|      0| 0.0090| 0.5799| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 2 3 9| |      0|      0| 0.0061| 0.5799| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 3 0 1| |      3|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 2| |      1|      1| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 4| |      4|      2| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 5| |      1|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 6| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 7| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 8| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 0 9| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 3 1 1| |      3|      3| 1.4571| 0.3727| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 1 2| |      0|      1| 1.3175| 0.3727| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 1 4| |      8|      2| 1.3993| 0.3727| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 1 5| |      0|      0| 1.3658| 0.3727| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 1 6| |      1|      0| 1.5430| 0.3727| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 1 7| |      0|      0| 1.3658| 0.3727| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 1 8| |      0|      0| 0.9406| 0.3727| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 1 9| |      0|      0| 0.4798| 0.3727| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0246
 3 2 1| |      1|      1| 0.5105| 0.4756| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 3 2 2| |      0|      0| 0.6320| 0.4756| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 3 2 4| |      2|      1| 0.5608| 0.4756| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 3 2 5| |      0|      1| 0.5899| 0.4756| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 3 2 6| |      0|      1| 0.4357| 0.4756| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 3 2 7| |      0|      0| 0.5899| 0.4756| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 3 2 8| |      0|      0| 0.9601| 0.4756| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 3 2 9| |      0|      0| 1.3612| 0.4756| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0502
 3 3 1| |      0|      0| 0.0737| 1.0408| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 3 3 2| |      0|      0| 0.0631| 1.0408| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 3 3 4| |      1|      0| 0.0693| 1.0408| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 3 3 5| |      0|      0| 0.0668| 1.0408| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 3 3 6| |      0|      0| 0.0801| 1.0408| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 3 3 7| |      0|      0| 0.0668| 1.0408| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 3 3 8| |      0|      0| 0.0347| 1.0408| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 3 3 9| |      0|      0| 0.0724| 1.0408| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0502
 4 0 1| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 2| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 4| |      1|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 5| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 6| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 7| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 8| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 9| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 1 1| |      0|      0| 1.3667| 0.3727| 0.3228| 0.3000| 0.1000| 0.1000| 0.0700| 0.0246
 4 1 2| |      0|      0| 1.2121| 0.3727| 0.3245| 0.3000| 0.1000| 0.1000| 0.0700| 0.0246
 4 1 4| |      0|      0| 1.3019| 0.3727| 0.3235| 0.3000| 0.1000| 0.1000| 0.0700| 0.0246
 4 1 5| |      0|      0| 1.2650| 0.3727| 0.3239| 0.3000| 0.1000| 0.1000| 0.0700| 0.0246
 4 1 6| |      0|      0| 1.4649| 0.3727| 0.3218| 0.3000| 0.1000| 0.1000| 0.0700| 0.0246
 4 1 7| |      0|      0| 1.2650| 0.3727| 0.3239| 0.3000| 0.1000| 0.1000| 0.0700| 0.0246
 4 1 8| |      0|      0| 0.8228| 0.3727| 0.3301| 0.3000| 0.1000| 0.1000| 0.0700| 0.0246
 4 1 9| |      0|      0| 0.3960| 0.3727| 0.3385| 0.3000| 0.1000| 0.1000| 0.0700| 0.0246
 4 2 1| |      0|      0| 0.8561| 0.4756| 0.3323| 0.0380| 0.1000| 0.1000| 0.1000| 0.0502
 4 2 2| |      0|      1| 1.0200| 0.4756| 0.3351| 0.0380| 0.1000| 0.1000| 0.1000| 0.0502
 4 2 4| |      0|      0| 0.9255| 0.4756| 0.3334| 0.0380| 0.1000| 0.1000| 0.1000| 0.0502
 4 2 5| |      0|      0| 0.9646| 0.4756| 0.3341| 0.0380| 0.1000| 0.1000| 0.1000| 0.0502
 4 2 6| |      0|      0| 0.7487| 0.4756| 0.3307| 0.0380| 0.1000| 0.1000| 0.1000| 0.0502
 4 2 7| |      0|      0| 0.9646| 0.4756| 0.3341| 0.0380| 0.1000| 0.1000| 0.1000| 0.0502
 4 2 8| |      0|      0| 1.4064| 0.4756| 0.3438| 0.0380| 0.1000| 0.1000| 0.1000| 0.0502
 4 2 9| |      0|      0| 1.7916| 0.4756| 0.3566| 0.0380| 0.1000| 0.1000| 0.1000| 0.0502
 4 3 1| |      0|      0| 0.0912| 1.0408| 0.7983| 0.3000| 0.2000| 0.2000| 0.2000| 0.0502
 4 3 2| |      0|      0| 0.0735| 1.0408| 0.8018| 0.3000| 0.2000| 0.2000| 0.2000| 0.0502
 4 3 4| |      0|      0| 0.0836| 1.0408| 0.7997| 0.3000| 0.2000| 0.2000| 0.2000| 0.0502
 4 3 5| |      0|      0| 0.0794| 1.0408| 0.8006| 0.3000| 0.2000| 0.2000| 0.2000| 0.0502
 4 3 6| |      0|      0| 0.1033| 1.0408| 0.7962| 0.3000| 0.2000| 0.2000| 0.2000| 0.0502
 4 3 7| |      0|      0| 0.0794| 1.0408| 0.8006| 0.3000| 0.2000| 0.2000| 0.2000| 0.0502
 4 3 8| |      0|      0| 0.0348| 1.0408| 0.8126| 0.3000| 0.2000| 0.2000| 0.2000| 0.0502
 4 3 9| |      0|      0| 0.0620| 1.0408| 0.8279| 0.3000| 0.2000| 0.2000| 0.2000| 0.0502
