 j b k| | Nmumu |  Nee  | Nb/0b | stat  |MC stat| ttz SF| syst+ | syst- | sysKin| sysPur
 4 0 6| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 7| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 8| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 9| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 1 1| |      1|      1| 0.6396| 0.9129| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0247
 4 1 2| |      0|      0| 0.6396| 0.9129| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0247
 4 1 4| |      0|      0| 0.6396| 0.9129| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0247
 4 1 5| |      0|      0| 0.6396| 0.9129| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0247
 4 1 6| |      0|      0| 0.6396| 0.9129| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0247
 4 1 7| |      0|      0| 0.6396| 0.9129| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0247
 4 1 8| |      0|      0| 0.6396| 0.9129| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0247
 4 1 9| |      0|      0| 0.6396| 0.9129| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0247
 4 2 1| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0497
 4 2 2| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0497
 4 2 4| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0497
 4 2 5| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0497
 4 2 6| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0497
 4 2 7| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0497
 4 2 8| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0497
 4 2 9| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1500| 0.0497
 4 3 1| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.3000| 0.0497
 4 3 2| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.3000| 0.0497
 4 3 4| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.3000| 0.0497
 4 3 5| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.3000| 0.0497
 4 3 6| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.3000| 0.0497
 4 3 7| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.3000| 0.0497
 4 3 8| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.3000| 0.0497
 4 3 9| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.3000| 0.0497
