 j b k| | Nmumu |  Nee  | Nb/0b | stat  |MC stat| ttz SF| syst+ | syst- | sysKin| sysPur
 3 3 1| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
 3 3 2| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
 3 3 4| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
 3 3 5| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
 3 3 6| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
 3 3 7| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
 3 3 8| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
 3 3 9| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
 4 0 1| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 2| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 4| |      2|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 5| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 6| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 7| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 8| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 0 9| |      0|      0| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0141
 4 1 1| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0245
 4 1 2| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0245
 4 1 4| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0245
 4 1 5| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0245
 4 1 6| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0245
 4 1 7| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0245
 4 1 8| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0245
 4 1 9| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.0700| 0.0245
 4 2 1| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0484
 4 2 2| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0484
 4 2 4| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0484
 4 2 5| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0484
 4 2 6| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0484
 4 2 7| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0484
 4 2 8| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0484
 4 2 9| |      0|      0| 0.0000| 1.0000| 0.0000| 0.0000| 0.0000| 0.0000| 0.1000| 0.0484
 4 3 1| |      0|      0| 0.4336| 1.2247| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
 4 3 2| |      0|      0| 0.4336| 1.2247| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
 4 3 4| |      0|      0| 0.4336| 1.2247| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
 4 3 5| |      0|      0| 0.4336| 1.2247| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
 4 3 6| |      1|      0| 0.4336| 1.2247| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
 4 3 7| |      0|      0| 0.4336| 1.2247| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
 4 3 8| |      0|      0| 0.4336| 1.2247| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
 4 3 9| |      0|      0| 0.4336| 1.2247| 0.0000| 0.0000| 0.0000| 0.0000| 0.2000| 0.0484
